Unnamed: 0,sentence,class
2407,"providing everycitizen with a digital signature is a start but, without addressing the issuesin table 9, it is unlikely to improve service for citizens.",0
2561,below are some additional issues that needto be remembered.,0
7047,css is used in conjunction with html and javascript to create dynamic and visually appealing web pages.,1
1927,"for example, the dup word makes a copy of a data value.",0
612,"ruby is a versatile yet consistent programming language that has become popular in recent years, particularly for web development.",0
1266,"today a web user can view a live news broadcast, listen to music from a radio station, or view a document formatted to near-print quality.",0
6194,"this allows the computer to continue working while the data is being written to the slower hard drive, improving overall system performance.",1
2856,"while web page design and e-commerce are the “bright lights” that give cyberspace its character, data communications are like the plumbing without which computers cannot work together.",0
7258,"cobol programs are typically compiled rather than interpreted, and they are often run on mainframe computers.",1
1237,"vr that is accompanied by convincing physical sensations has allowed for the creation of a new generation of roller coasters that if built physically would be too expensive, too dangerous, or even physically impossible.",0
3098,"infotainment: smart cars offer advanced infotainment systems that provide features such as internet connectivity, voice commands, music streaming, and navigation.",0
564,"however, robots that can move about in the environment have also been developed.",0
2657,"nowadays, many other protocols use advantages of ssl, such as pop,smtp, and nntp.",0
5415,"a heap is often used in algorithms such as sorting, graph algorithms, and priority queue implementations.",1
5738,the protocol was developed by bram cohen in 2001 and has since become one of the most popular p2p file sharing methods on the internet.,1
2210,many usersconsider this a useless information‚ however it can be often used to detectmisbehaving programs (often not from microsoft) causing these fatal crashes,0
1923,"in practice, this con-sideration results in only a relatively few fonts and sizes being available.",0
1489,an internet service provider is any organization that pro-vides access to the internet.,0
3213,the earliest computer chess theorists such as claude shannon and alan turing saw the game as one potential way to demonstrate true machine intelligence.,0
2089,"being active, means that attackers have to send packets to the host, hence, active versus passive fingerprinting means risking discovery ,.",0
2363,"this way the hostis flooded by a high amount of traffic and similar results to dos are achieved,.",0
6894,"if it is not, the operating system will prompt the user to install the necessary driver software.",1
1032,"if it reaches 0, the packet is assumed to have gotten “lost” or stale, and is discarded.",0
1411,"net, a class framework for building dynamic web applications and services (the latest version of asp—see activeserverpages), ado .",0
4118,one of the main advantages of rtf is its compatibility across different platforms and software applications.,1
2890,"this order of access is called lifo (last in, first out).",0
3507,the sign bit indicates whether the value is positive or negative.,1
3968,"it also has a vast standard library, which provides support for a wide range of tasks like working with databases, data processing, networking, and web development.",1
6109,"multi-factor authentication - requiring multiple forms of authentication, such as a password and a security token, to increase security.",1
6637,"the votes are stored on a memory device, typically a digital card or hard drive, and can be tallied automatically.",1
590,"the most commonly used tool for web feeds is rss, which can stand for really simple syndication, rich site summary, or rdf site summary, depending on the format used.",0
1650,"these results can in turn be used by simulation programs to deter-mine, for example, whether release of a chemical into the groundwater from a proposed plant site might affect a partic-ula r town two miles away.",0
6292,a dmz is typically implemented by placing a firewall or a router between the internal network and the dmz.,1
5729,file sharing refers to the process of making files available to other users over a network or the internet.,1
1991,"this can involve either fake web sites , or legitimate businesses that sell information about customers without their knowledge or consent ,.",0
3442,it breaks down data into smaller packets for transmission and ensures that they are received correctly at the other end.,1
6308,"when a user connects to a website or server that has a digital certificate, their browser or application checks the certificate to ensure that it is valid and issued by a trusted ca.",1
3886,flexibility: plug-ins can be added or removed without affecting the core functionality of the main application.,1
5184,"this process is repeated for multiple passes over the training data, until the network has learned to accurately predict the desired output for a given input.",1
2933,the idea was first applied to architecture by christopher alexander in his book a pattern language.,0
5438,"when a hash function is applied to a message or data file, it generates a fixed-length hash value that is unique to the input data.",1
4063,"as technology advanced, industrial robots became more advanced and capable.",1
2664,sniffer is software designed to look at and/or to collect traffic on the wire.,0
5697,"files can contain text, images, audio, video, software, or any other type of digital information.",1
4842,"when a new node is created, memory is allocated for the node using a memory allocation function such as malloc() in c or new() in c++.",1
4174,"there are many different types of scanners available, including flatbed scanners, sheet-fed scanners, handheld scanners, and drum scanners, each with their own strengths and limitations.",1
5636,"each node contributes resources such as processing power, storage, and memory to the grid.",1
5459,"there are many types of haptic technologies, some of which include:haptic feedback controllers: these are input devices that provide tactile feedback in response to user actions, such as pressing buttons or moving a joystick.",1
602,"today web browsers such as internet explorer, mozilla firefox, and safari support rss.",0
2459,firewalls can also be used to partition anorganization’s internal networks‚ reducing the risk from insider attacks.,0
6734,data can be either raw or processed.,1
2660,these databases have to be continuously updated and maintained to assure their currency.,0
5634,the architecture of grid computing typically consists of several layers that work together to manage and coordinate resources across a network of computers.,1
5378,"ip protection is also a complex and evolving area of law, with different rules and practices in different countries and regions.",1
4769,text editors are software applications used for creating and editing plain text files.,1
2682,"the difficulties for authorities is to prove that the apparent offender wasthe actual offender, in turn this would require that the agency proofs that therewere no malicious users on the p2p network at the time while the apparentoffender’s p2p application had no implementation flaws that are possible.",0
1791,"when the operating system is asked to access a file, it can go through the table and find the clusters belonging to that file, read the data and send it to the requesting applica-tio n. modern file systems further organize files into groups called folders or directories, which can be nested several lay-ers deep.",0
2888,a stack is a list that is accessible only at the top (or front).,0
3235,2 billion.,0
5054,"continuous learning: a webmaster should have a passion for continuous learning and staying up-to-date with the latest web technologies, trends, and best practices.",1
1819,"although this sounds complicated and a request takes longer to set up than an ordinary http connection, the advantage is that once set up, downloading is efficiently managed even for files for which there is high demand.",0
5186,it involves using algorithms and statistical models to analyze and understand human language and to generate text or speech in response.,1
1498,"internet radio began in the mid-1990s, and today an increasing number of broadcast stations are offering their programming in this form, allowing them to reach audiences far beyond the reach of their signal.",0
3163,com/cgi-bin/myscript”>myscript </a>,0
500,"generally, excessive or inappropriate use of the internet has been seen as a symptom of more traditional diagnoses such as obsession or compulsion.",0
2478,the use ofrepeated challenges is intended to limit the time of exposure to any singleattack.,0
685,the page includes a number of featured links to other pages.,0
2066,"this way of structuring programs is called object-oriented programming because the class object is the basic building block ,.",0
6686,encapsulation is a fundamental concept in object-oriented programming (oop) that refers to the practice of hiding the internal details of an object and exposing only the essential features or interfaces that other objects need to interact with it.,1
2935,guidance for applying the solution is also provided.,0
575,"they are relatively expensive and limited in function, and if relatively low-wage more versatile human labor is available, it is generally preferred.",0
3376,"preventing discrimination: net neutrality ensures that all internet traffic is treated equally, regardless of the content, source, or destination of that traffic.",1
6830,"graphs: a data structure consisting of vertices (nodes) and edges connecting them, used to represent relationships between objects.",1
1914,"in most word processing, desk-top publishing, and other programs the user can select the point size at which the font is to be displayed and printed (in traditional typography each point size would be consid-ered to be a separate font).",0
104,"(early experiments on interfacing to the hippocampus, a part of the brain important forforming memories, have been underway since 2003.",0
3444,it allows applications on different devices to establish a communication session and manage the exchange of data.,1
6699,entrepreneurs in computing are individuals who create and develop innovative ideas and businesses related to computing technology.,1
1239,"when combined with telerobotic technology ,, vr techniques are already being used to allow surgeons to perform operations in new ways.",0
6949,"below the root servers are the authoritative dns servers, which store information about individual domain names and their associated ip addresses.",1
3142,the “output” would be the bird’s flight behavior.,0
319,"pdf also includes support fortags , and descriptors that can be used with programs such as screen readers for the blind.",0
6234,"if even a single bit of the data is changed, the checksum value will be different, indicating that an error has occurred.",1
3904,postscript works by describing the text and graphics that make up a document in terms of mathematical equations and geometric shapes.,1
5311,"in addition to providing internet access, many isps also offer a range of value-added services, such as email hosting, web hosting, and cloud storage.",1
1174,these could then be interfaced with device drivers and configuration files to control the particular devices.,0
6210,"web cache, also known as a browser cache or http cache, is a technology used by web browsers and web servers to improve the speed and efficiency of web page access.",1
5061,"this may involve reading the resource from disk, generating it dynamically using server-side scripting languages like php, or retrieving it from a database.",1
7149,"for example, a string could be used to represent a sequence of bytes that make up an image or a sound file.",1
4627,"most tablet pcs are designed to be used with a touch screen, which allows users to interact with the device by tapping, swiping, and pinching the screen.",1
5974,"the first basic programming language was fortran (formula translation), which was developed in the mid-1950s and used primarily for scientific and engineering applications.",1
3027,"using dom, a programmer can navigate through the hierarchical structure of a document, following links or “descending” into forms and user-interface objects.",0
3781,"today, smartphones have largely replaced standalone pda devices, but the basic concepts of pda technology continue to influence the development of mobile devices and other personal technology.",1
207,"today’s online games feature a “persistent world” hosted onone or more servers that grows and develops from day to dayand in which the “avatars” or representatives of thousandsof players interact with game-generated creatures or oneanother, using client software.",0
174,"one is to make the ad unobtrusiveand brief, and on the way to something the user reallywants to see.",0
2265,a battery that is housed on the computermotherboard powers the cmos.,0
4541,"be cautious of email attachments: be cautious of email attachments, especially if they're from unknown senders or contain suspicious file extensions.",1
1108,both involve sending short messages to other users who can receive them and reply as soon as they are online.,0
2167,in case of electronic voting‚ the term refers to verification that an electronic ballot really comes from the person it claims to have been initiated by‚ and not from an imposter.,0
3157,these functions are provided by “gateway programs” on the server that can access databases or other facilities.,0
5075,"these libraries typically abstract away the details of http communication, allowing you to focus on writing code to interact with the service.",1
1252,this could be a problem if the caller is unable to provide this information.,0
4224,"optimization: scientific computing is used to optimize complex systems and processes, such as manufacturing and supply chain management, by identifying the best possible solutions within specified constraints.",1
4196,"scanning speed: the scanning speed of a scanner can affect the quality of the image, especially if the scanner is moving too quickly or too slowly.",1
4947,"social virtualization is also used for collaborative work and education, where users can work together on projects, attend meetings, and participate in virtual training sessions.",1
2964,"while using credit cards takes advantage of a well-established infrastructure, it has some disadvantages.",0
2401,"pushing e-government initiatives requires satisfactory it security of information, data and protection of people’s privacy which can be a challenge.",0
4112,rtf stands for rich text format.,1
808,"after receiving the message, the destination server returns a message providing the requested information.",0
155,")the effects of the online advertising revolution are rippling outward, impacting traditional advertising mediasuch as newspapers (in particular see craigslist), magazines, and even television.",0
5557,supply chain management: many computer-related businesses rely on complex global supply chains to manufacture and distribute their products.,1
2355,the watermark is invisible to the human eye but a computer can analyze the document and extract the hidden data.,0
4781,informal communication: both instant messaging and texting are generally considered to be informal forms of communication.,1
1401,"in early versions of windows, multitasking was cooperative, with each program expected to periodically yield the processor to windows so it could be assigned to the next program in the queue.",0
900,"it essentially stores the raw sample data that represents the digitized audio content, including information about the sampling rate (which in turns affects the sound quality).",0
736,this program provided a better way for users with modems to connect to the many bulletin board systems that were starting to spring up.,0
2002,"basic was invented at dartmouth college in 1963–1964 by john g. kemeny and thomas e. kurtz, both professors of mathematics, assisted by a group of undergraduate student programmers.",0
5897,"fractals have many computing applications across a wide range of fields, including computer graphics, scientific modeling, image compression, and data analysis.",1
2249,for instance‚ how this may affect citizens who have a digital signature todo e-government business with their local government when wanting to doa transaction with the eu or ec or another eu member state’s agency stillneeds to be addressed.,0
2790,"therefore a program intended for widespread use must include instructions for dealing with errors, anticipated or otherwise.",0
7303,palettes can be created manually or generated automatically by software tools.,1
924,"growing concern about spyware has prompted the use of antispyware programs such as ad-aware and spybot-search & destroy, as well as a free program from microsoft.",0
5583,graphic formats are file formats used to store and display digital images.,1
6668,"the technology can save time and reduce errors compared to manual data entry, as well as provide greater flexibility in terms of data analysis and reporting.",1
5103,11 standards to ensure that data is transmitted securely and efficiently between devices.,1
3468,"the central themes of cyberpunk often include a focus on the dangers of technology and the impact of artificial intelligence, virtual reality, and cybernetic enhancements on human society.",1
9,"for example, it took time before the practice of saying “hello” and identifying oneself became the universal way to initiate a phone conversation.",0
2823,the purpose of signal conditioning is to make sure the signal fits into the range needed by the data processing device.,0
1793,"for example, a folder called book might have a subfolder for each chapter, which in turn con-tains folders for text and illustrations relating to that chapter.",0
3010,"edu (educational institutions), .",0
2059,"intel, which originally developed an architecture called socket 7, has switched to the more complex slot-1 architecture, which is most effective for multiprocessor operation but offers the advantage of including a separate bus for accessing the cac he memory.",0
1432,there are two general approaches to constructing lists.,0
1138,the tree is a data structure that consists of individual intersections called nodes.,0
6811,data compression is the process of reducing the amount of space required to store or transmit digital data by removing redundant or non-essential information from the data.,1
1325,this allowed the typist to record keystrokes (and some data such as margin settings) on tape.,0
1262,although the most important part of web 2.,0
4767,"using templates can save time and effort, as the basic structure and formatting are already in place.",1
3644,there are several features that you should consider when evaluating job sites.,1
358,"” unlike oneon-one approaches, however, phishing relies on the ability to send large quantities of e-mail at virtually no cost ,, the availability of simple techniques for disguising both e-mail addresses and web addresses (urls), and the ease with which the appearance of a web site can be convincingly replicated.",0
4347,"these systems can be controlled remotely or automatically, and can adjust settings based on occupancy, temperature, and other parameters.",1
4731,"issues related to access to technology include the availability of broadband internet, access to devices, and the cost of technology.",1
4401,these systems allowed users to post messages and share information with others who were interested in similar topics.,1
5978,these languages set the foundation for modern programming and helped make programming more accessible and user-friendly.,1
4525,keep your software up-to-date: keep your computer and mobile device software up-to-date with the latest security patches and updates.,1
4900,"vbscript is a lightweight language that can be embedded in html pages, windows applications, and other software products.",1
2321,"those sharedresources are reached through processes and can include other processes,shared files, disk space, percentage of cpu, modems, etc.",0
5507,"termination: the evolution process is terminated when a satisfactory solution is found, or when a predetermined number of generations have been reached.",1
5884,"fortran (short for ""formula translation"") is a high-level programming language that was originally developed by ibm in the 1950s.",1
1054,their work is generally more highly structured than that of the manual or book writer.,0
464,"it was slow (about 10 characters a second), noisy, and expensive, but it was the only affordable alternative for early personal computer users who required “letter-quality” output.",0
2545,"first mentioned in 1964 by semiconductor engineergordon moore, co-founder of intel in 1968, this held until the late 1970s,at which point the doubling period slowed to 18 months.",0
1818,” the tracker is another computer (node) that coordinates the distribution of the file.,0
184,generally odds and payoffsare comparable to those at traditional casinos.,0
7050,"for example, the following css code sets the font family, color, and background color for all headings in a web page",1
4813,"touchscreens are becoming increasingly popular due to their ease of use and intuitive interface, and are expected to continue to be a key input device for a wide range of devices in the future.",1
2576,however‚ php has a number of uniquefeatures and specific functions as well.,0
2686,steganography circumvents restrictions on encryption and preventssigint (signals intelligence) personnel from detecting encrypted traffic.,0
73,the network layer groups the data frames as parts of a properly formed data packet and routes that packet from the sending node to the specified destination node.,0
2795,the knowledge base consists of a set of assertions (facts) or of rules expressed as if .,0
5182,"neural networks can be trained to perform a wide range of tasks, such as image recognition, language translation, and even playing games like chess.",1
1512,telnet is another fundamental service that brought the internet much of its early utility.,0
902,"aiffaiff stands for audio interchange file format, and is specific to the apple macintosh and to silicon graphics (sgi) platforms.",0
413,"for example, there are plug-ins that enable the user to view and work with the html and other elements of the page being viewed.",0
4109,"however, the popularity of rss declined in the late 2000s and early 2010s as social media and other content distribution channels such as email newsletters became more popular.",1
3776,"however, the newton was expensive and had limited functionality, and it was eventually discontinued in 1998.",1
1129,many computer applications involve the arrival of a set of data that must be processed in a specified way.,0
468,"each character is formed by pressing the appropriate pins into a ribbon that pushes into the paper, leaving a pattern of tiny dots.",0
1278,users connected to the web site can click to see the latest picture.,0
5194,"however, research has shown that human multitasking is often not as effective as performing each task separately and in sequence, as multitasking can lead to decreased productivity and increased stress.",1
3459,"sans are designed to provide high-speed, reliable access to large amounts of data, and are often used in enterprise environments where large amounts of data need to be stored and accessed by multiple servers and applications.",1
2542,"if the computer is started with a floppy disk in drive “a:”,the operating system reads the information contained in its boot sector andchecks to see if it is bootable.",0
7197,"however, it wasn't until the 1970s when the first computer chess tournament was held, and the first commercially available computer chess program, chess 4.",1
7101,"when the disc is burned, the laser beam heats up the dye and creates microscopic pits and lands that can be read by a cd player or drive.",1
5325,"these applications have revolutionized the way people communicate, work, learn, and access information, and have transformed many industries, such as entertainment, retail, and finance.",1
941,the stack can keep track of the parameters (as well as the calling address) for each pending procedure.,0
2681,changingthe search string church hymns to rolling stones makes an authority assumethat the innocent user went out to search for illegal content.,0
510,"alternatively, there are translation programs that can convert a python script to a c source file that can then be compiled for top speed.",0
336,"” further, 7 million users had reported that web sites had “played a crucial or important role in coping with a major illness.",0
3750,final cut pro: a professional video editing application that is widely used in the film and television industry.,1
3402,moderators can also remove messages that violate the group's rules.,1
7016,"network cache can operate at different levels, such as in web browsers, content delivery networks (cdns), and proxy servers.",1
5234,"loops are fundamental concepts in computer programming and can be found in most programming languages, including python, java, c++, and many others.",1
247,"the “core” functions include “booting” the system and initializing devices, process management(loading programs intro memory assigning them a share ofprocessing time), and allowing processes to communicatewith the operating system or one another ,.",0
3075,web servers and isps (such as cable services) can also cache popular pages so they can be served up quickly,0
1656,"global trends that affect computer technology, software, and services include:, offshoring, or the continuing movement of manufac-turing of high-value components (and whole systems) from the industrialized west to regions such as asia, outsourcing—moving functions (such as technical support) from a company’s home country to areas where suitable labor forces are cheaper ,, removal of traditional intermediaries such as brokers and agents, with some of their functions being taken over by software ,, decentralized networks (of which the internet itself is the most prominent example) and the tendency of information to flow freely and quickly despite barri-ers such as censorship, virtualization—creation of work groups or whole companies that are distributed across both space and time (24 hours), coordinated by the internet and mobile communications ,, increasing use of open-source and collaborative mod-els of software and information development ,, blurring of the distinction between consumers and producers of information",0
5357,"localization (often abbreviated as l10n) is the process of adapting software to a specific language or region, taking into account the cultural and linguistic differences of the target audience.",1
4462,"however, it is simple to implement and is useful for small arrays or as a building block for more complex sorting algorithms.",1
7066,"examples include autodesk 3ds max, maya, and blender.",1
453,a rapidly moving band of type moves under the hammers.,0
977,"after communicating with the user, the systems analyst must then communicate with the programmers, helping them understand what is needed and reviewing their work as they begin to design the program.",0
963,"as the power of standard computers continues to grow, applications that formerly required a multimillion-dollar supercomputer can now run on a desktop workstation (a good example is the creation of detailed 3d graphics).",0
6231,"when the file is received or accessed, the checksum is recalculated and compared to the original checksum.",1
3046,"(however, a similar effect can be obtained by declaring multiple “interfaces” or specified ways of accessing the same class.",0
4795,"increased efficiency: texting and instant messaging have made it easier and faster to communicate with others, especially in situations where a phone call or in-person conversation is not possible or convenient.",1
5053,marketing and advertising: a webmaster should have knowledge of digital marketing and advertising techniques to promote the website and increase traffic and engagement.,1
1525,"the abbreviations i18n and l10n are sometimes used for internationalization and localization, respectively (the numbers in each word refer to the number of letters in the alphabet between the letters).",0
3054,"the growth of the language coincided with the development of more powerful desktop computers and the release of inexpensive, easy-to-use but powerful development environments from microsoft, borland, and others.",0
6644,early voting systems vary depending on the location and jurisdiction.,1
538,1 million grant to the rfid consortium for security and privacy to study potential risks and safeguards for the technology.,0
75,the transport layer views the packets as part of a complete transmission of an object (such as a web page) and ensures that all the packets belonging to that object are sorted into their original sequence at the destination.,0
1584,this tends to be much faster than searching an index file directly.,0
3798,"some of the key features of perl include:regular expressions: perl has powerful support for regular expressions, which allows for sophisticated text processing and manipulation.",1
2253,a difference indicates that an element of stored data has changed duringthe intervening period.,0
4557,the server-side technology (often called a streaming server) is responsible for sending the content to the client in small chunks.,1
6058,"anml is used in a variety of applications, including network management, security monitoring, and industrial control systems.",1
3332,"(many compilers allow the user to control the level of optimization, and whether to optimize for speed or for compactness of program size. )",0
4851,"these programs allowed users to select fonts, adjust kerning and tracking, and create layouts with precision.",1
622,the company operates worldwide through three geographical divisions.,0
4442,"the company owns multiple film and television studios, as well as music labels and streaming services.",1
3815,"for example, some have raised concerns about the potential for ai to reinforce existing biases or to be used for harmful purposes.",1
913,"while spam can appear in any communications medium (including chat, instant messaging, and even blogs), the most prevalent type is e-mail spam, which costs u. s. businesses billions of dollars a year in processing expenditures, lost time, and damage caused by malicious software (malware) for which spam can be either a delivery vehicle or an inducement.",0
2902,"generally, data structures such as lists, stacks, queues, and trees are more complex than simple data types, because they include data relationships and special functions (such as pushing or popping data on a stack).",0
2434,xml describes data in terms of its content.,0
6243,deception involves misleading an adversary about one's own capabilities and intentions.,1
5903,"fractal-based compression algorithms are used in many image and video compression standards, such as jpeg and mpeg.",1
859,it makes the most convenient comparison possible: each record with its neighbor.,0
6653,"there are several types of touch screens, each with its own technology and method for detecting touch inputs:resistive touch screens: these screens consist of two layers of flexible material, with a conductive coating on each layer.",1
5889,"the language has influenced the development of many other programming languages and is still used in areas such as numerical analysis, scientific computing, and simulation.",1
3512,the mantissa represents the significant digits of the floating point number.,1
4662,here are some of the extensions and applications of tcl:tk - tcl/tk is a popular combination of scripting language and graphical user interface (gui) toolkit that is used for creating cross-platform applications.,1
4642,the tapes themselves were made of a thin strip of plastic coated with a magnetic material that could be read and written to by the tape drive's read/write head.,1
4245,"pagerank algorithm: in the late 1990s, google introduced a new algorithm called pagerank, which revolutionized the way search engines ranked web pages.",1
3000,"a particularly interesting example is seti@home, which invites computer users to install a special screen saver that runs a distributed process during the computer’s idle time.",0
2106,anml is currently being developed to help in solving the inconsistent use of terminology by software vendors in their advisories.,0
2800,"if a conclusion is given and the goal is to prove that conclusion, there can be backward chaining from the conclusion to the assertions",0
4543,regularly scan your computer: regularly scan your computer with anti-spyware software to detect and remove any spyware that may be present.,1
6571,a sector in a hard disk is a small section of the disk's magnetic storage surface that is used to store a fixed amount of data.,1
3262,any client program that meets the standards supported by the server can be used to make a connection.,0
4887,some of these options include:command-line interface (cli): this is a text-based interface where the user types in commands to interact with the system.,1
1753,"andrew and his mother, maria, had to hide from the nazi roundup in which many hungarian jews were sent to death in concentration camps.",0
7305,it is a mathematical concept that is used to describe the uncertainty or randomness of an event.,1
4633,"they are particularly popular for tasks such as reading, browsing the internet, and consuming media, and they are often used as a complement to traditional desktop and laptop computers.",1
6820,a data dictionary can be used to provide a standard and consistent understanding of data elements across an organization or project team.,1
219,"somebrokers may emphasize mutual funds and cater to retirement accounts, while others might offer government or corporate bonds, foreign stocks, “penny stocks,” or more exoticinvestments.",0
483,", integration between project management and budget reporting so tasks and the project as a whole can be monitored in relation to budget constraints.",0
2340,"when a judge sees a digital signature, he or she does not knowanything about the signatory’s intentions.",0
2907,"increasingly, however, businesses are relying on their ability to use data that was collected for one purpose (such as sales, customer service, and inventory) for purposes of marketing research, planning, or decision support.",0
3966,it uses indentation to define blocks of code instead of curly braces like in other programming languages.,1
6410,"it can have serious consequences in cases such as medical diagnosis or fraud detection, so it's important to optimize the model's performance to reduce false negatives.",1
6570,"although considered a nuisance, their actions can still cause damage or disruption.",1
5823,"in computers, a flag is a binary value or a status indicator used to represent a condition or a specific state of a processor, a software program, or a hardware device.",1
4322,"simulations can be performed using a variety of techniques, including mathematical models, computer programs, physical models, or a combination of these methods.",1
2901,there is no hard-and-fast distinction.,0
5709,"configuration files: files are used to store configuration settings for software applications, operating systems, and other system settings.",1
2216,"business continuity plan (bcp) is a plan to ensure that the essential business functions of the organization are able to continue (or re-start) in the event of unforeseen circumstances; normally a disaster of some sort ,.",0
6710,"in computing, errors can occur due to a variety of factors such as data corruption, interference, or noise in the communication channel, or hardware malfunctions.",1
2577,the goal of the language is to allowweb developers to write dynamically generated pages quickly and easily.,0
4938,"high availability: virtualization enables the creation of high availability clusters, which can provide continuous availability of critical services and applications.",1
1730,the shift of much of semiconductor and computer component manufacturing to countries such as china that have less strict pollution controls has also exacerbated what has become a global problem.,0
2318,while these attacks coulddamage data directly or permanently they do not have to.,0
5795,"compiler design: fsms are used in the lexing and parsing phases of compiler design, where they help to identify and group tokens in the input language.",1
976,"often flowcharts or other aids are used to help visualize the operation of the program ,.",0
5727,"cost-effective: by centralizing file storage and management, a file server can reduce the need for individual storage devices on each computer in a network.",1
1858,"typical firewall functions include:, examining incoming data packets and blocking those that include commands to examine or use unauthor-ized ports or ip addresses, blocking data packets that are associated with com-mon hacking techniques such as “trojans” or “back-door” exploitationsthis diagram shows a finite-state representation of a zip code.",0
5788,the fsm starts in an initial state and transitions between states based on the input it receives.,1
4630,"they typically include built-in wi-fi and/or cellular connectivity, as well as cameras and other sensors.",1
3345,"speech recognition: nlp can be used to transcribe spoken language into text, which can be used for a variety of purposes, including voice assistants and customer service chatbots.",1
6557,"doctors and nurses would be assigned roles that allow them to access patient records relevant to their job function, while administrative staff would have a different set of roles and access privileges.",1
4930,"virtualization technology enables multiple operating systems and applications to run on a single physical machine or server, which can offer many benefits.",1
4055,"the development of industrial robotics can be traced back to the 1950s and 1960s, when the first programmable robots were created.",1
267,"once the document page has been scanned into an imageformat, there are various ways to identify the characters.",0
684,a user might find (or hear about) an interesting web page devoted to a business or other organization or perhaps a particular topic.,0
2033,"(for example, addition of the data from memory to a num-ber already stored in a special accumulator register within the cpu, with the result to be stored back into the accumu-lator. )",0
6133,"binders can be designed to include a variety of malicious payloads, including backdoors, keyloggers, and other types of malware.",1
4713,"in-house documentation refers to the process of creating, maintaining, and updating internal documents within an organization.",1
118,a floatingpoint number is actually stored in four separate parts.,0
2281,one also should consider that in many countries much of the cii for essential services such as electricity supply lines are is privately owned.,0
4278,"senior citizens, also known as older adults, have become an increasingly important demographic in the use of computing technologies.",1
765,"during the 1940s, scientists encountered just this problem in attempting to understand what would happen under various conditions in a nuclear reaction.",0
5262,"this has led to the development of a large and active community of developers, who contribute to the development and improvement of the linux operating system.",1
473,"available charts and reports often include:,?",0
220,"the interactivity and low transaction costs in onlineinvesting may encourage people to become involved inhighly speculative penny stocks, options, day trading, foreign exchange markets, and other areas that are not suitablefor most individual investors.",0
2322,dos is an attack based on the principles of the tcp three-way handshakeexploitation.,0
5655,grove served as ceo of intel from 1987 to 1998 and as chairman of the board from 1997 to 2005.,1
3985,"raid is commonly used in enterprise and server environments to ensure data availability, but can also be used in personal computers for improved performance and data protection.",1
3134,"7 gb of data, equivalent to about six cds.",0
2789,")however, even well-tested software is likely to encounter errors.",0
6848,"it is also typically structured in a way that is optimized for querying and analysis, with data organized into tables, columns, and rows.",1
4202,"overall, the quality of scanned images is influenced by a variety of factors, and it's important to choose the right scanner and use the appropriate settings and software to achieve the best results.",1
2376,0.,0
2868,"a modern enterprise database system can contain hundreds of separate data items, each with important characteristics such as field types and lengths, rules for validating the data, and links to various databases that use that item ,.",0
3775,"it featured a touchscreen interface and handwriting recognition, allowing users to write notes and messages directly on the device.",1
3005,"the operation of the internet requires that each participating computer have a unique address to which data packets can be routed ,.",0
6913,"digital dashboards are designed to be highly customizable, allowing users to choose which metrics and kpis they want to display, as well as how the data is presented.",1
229,"ontologies can be used to provide guidance to a variety oftypes of programs (for example, see expert system, natural language processing, and software agent).",0
864,"the procedure is then repeated for all but the last record until the two highest records are at the end, and so on until all the records are sorted.",0
232,"however, there have been substantial efforts in recent years tocreate anthologies for many fields, particularly in biologyand genetics.",0
5555,"competition: globalization has led to increased competition in the computer industry, as businesses from different countries compete for customers and market share.",1
1513,telnet allows a user at one computer to log into another machine and run a program there.,0
1673,(in 2006 google was added to the s&p 500 index. ),0
3140,"cellular automata theory has been applied to a variety of fields that deal with the complex interrelationships of components, including biology (microbe growth and population dynamics in general), ecology (including forestry), and animal behavior, such as the flight of birds.",0
4950,"as the technology continues to develop and improve, we can expect to see new applications and use cases emerge.",1
2557,password is usually a string of alphanumeric characters a user will type onhis or her keyboard with lower and/or uppercase letters as well and hopefullywithout vocals such as (19mlnmy82].,0
1247,"there are several ways to do this:, a regular phone plus an adapter that connects to the computer and compresses and converts between regular analog phone signals and the digital equivalent, a complete “ip phone” unit that includes all needed hardware and software—no computer needed, just a network connection, such as to a router, use of the computer’s own sound card and speakers with a microphone, plus software (often free)using that last option, voip service can be essentially free, regardless of distance.",0
3380,"overall, advocates of net neutrality argue that this principle is essential for protecting free speech, promoting innovation, preventing discrimination, and supporting a level playing field for all online businesses and individuals.",1
2295,the crc algorithmcalculates the crc of the file in question.,0
742,other programmers began to use the same method with their own software.,0
6543,"hackers can use rats to gain unauthorized access to a victim's computer or network, allowing them to steal sensitive data, install malware, or carry out other nefarious activities.",1
3170,sophisticated string processing (such as parsing and pattern matching) tends to be awkward to express in traditional number-oriented programming languages.,0
1647,"the power of geographic information systems comes from the ability to integrate data from a variety of sources, whether aerial photography, census records, or even scanned paper maps.",0
